headroom_bytes	size	fuzzy_pct	function	unit	source_path	pp_value
288.0	288	0.0	fn_801CBE44	main/game/field_candidate_801CBA90	src/game/field_candidate_801CBA90.c	0.01154
288.0	288	0.0	fn_80075518	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.01154
288.0	288	0.0	fn_800301B0	main/game/gs_npc_event_candidate_800301B0	src/game/gs_npc_event_candidate_800301B0.c	0.01154
285.6	1160	75.38	fn_801183EC	main/game/field_candidate_801183EC	src/game/field_candidate_801183EC.c	0.01145
284.0	288	1.39	wazaSequenceCameraGetPattern__Fbi	main/game/wazaSequenceCamera	src/game/wazaSequenceCamera.c	0.01138
284.0	288	1.39	mailMainSendAllMail	main/game/mailMain	src/game/mailMain.c	0.01138
284.0	288	1.39	fn_80112260	main/game/GScolsys2Sun_range_80111C24	src/game/GScolsys2Sun_range_80111C24.c	0.01138
284.0	288	1.39	fn_800FF2A0	main/game/gs_floor_data_residual_800FF178	src/game/gs_floor_data_residual_800FF178.c	0.01138
284.0	284	0.0	fn_8015A368	main/musyx/musyx_candidate_80158BB4	src/musyx/musyx_candidate_80158BB4.c	0.01138
284.0	284	0.0	fn_80082A88	main/game/menu/cardesavedata	src/game/menu/cardesavedata.c	0.01138
284.0	284	0.0	fn_8004E9C0	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01138
284.0	284	0.0	fn_8003CE1C	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01138
284.0	284	0.0	HandleOpenFileSupportRequest	main/trk/TRKDispatch_range_800C0504		0.01138
282.6	976	71.05	fn_800F62BC	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01133
282.1	512	44.9	fightTrainerAiWazaHit120	main/game/fight_trainer_ai_waza_hit_candidate_80256ED0	src/game/fight_trainer_ai_waza_hit_candidate_80256ED0.c	0.01131
281.2	1356	79.26	menuCursorNormal	main/game/menu_candidate_80102014	src/game/menu_candidate_80102014.c	0.01127
280.8	1136	75.29	LObjLoad	main/hsd/hsd_lobj	src/hsd/hsd_lobj.c	0.01125
280.0	284	1.41	_winCalcWindowSize__FlPC13MENU_ITEM_dd_PsPs	main/game/window_candidate_8010474C	src/game/window_candidate_8010474C.c	0.01122
280.0	280	0.0	fn_801E24B0	main/dolphin/thp/THP_range_801E1B54	src/dolphin/thp/THP_range_801E1B54.c	0.01122
280.0	280	0.0	fn_80167FA8	main/game/gs_dvd_candidate_80167FA8	src/game/gs_dvd_candidate_80167FA8.c	0.01122
280.0	280	0.0	fn_8015FE88	main/musyx/musyx_candidate_8015D678	src/musyx/musyx_candidate_8015D678.c	0.01122
280.0	280	0.0	fn_80075DC8	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.01122
280.0	280	0.0	fn_80057830	main/game/menu/menuCB_suffix_80056B74	src/game/menu/menuCB_suffix_80056B74.c	0.01122
280.0	280	0.0	fn_8003AD6C	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01122
280.0	280	0.0	__CARDExiHandler	main/dolphin/sdk_candidate_800AF35C	src/dolphin/sdk_candidate_800AF35C.c	0.01122
279.9	1060	73.59	HSD_EraseRect	main/hsd/hsd_cobj_candidate_80196C54	src/hsd/hsd_cobj_candidate_80196C54.c	0.01122
278.9	472	40.92	HSD_MObjLoadDesc	main/hsd/hsd_mobj_candidate_801A6FF0	src/hsd/hsd_mobj_candidate_801A6FF0.c	0.01118
278.8	1508	81.51	fn_800552D4	main/game/menu/menuCB_suffix_800552D4	src/game/menu/menuCB_suffix_800552D4.c	0.01117
278.6	612	54.48	fn_800F5A3C	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01117
277.3	1076	74.23	cbPoison__Fl15FootStepCounterl	main/game/hero_move	src/game/hero_move.c	0.01111
276.6	1436	80.74	menuNameEntry	main/game/menuNameEntry	src/game/menuNameEntry.c	0.01109
276.0	684	59.65	fn_8001D378	main/game/menuPokemon	src/game/menuPokemon.c	0.01106
276.0	280	1.43	fn_801DDC10	main/game/sequence_candidate_801DD45C	src/game/sequence_candidate_801DD45C.c	0.01106
276.0	276	0.0	statusGetStatus	main/game/status	src/game/status.c	0.01106
276.0	276	0.0	menuCBBattleStartTrainerFaceFree	main/game/menu/menuCB_BattleStart	src/game/menu/menuCB_BattleStart.c	0.01106
276.0	276	0.0	fn_80180694	main/game/gs_range_8017F2C4	src/game/gs_range_8017F2C4.c	0.01106
276.0	276	0.0	fn_800FEF8C	main/game/gs_thread_hi_range_800FEC34	src/game/gs_thread_hi_range_800FEC34.c	0.01106
276.0	276	0.0	fn_800BBAF8	main/dolphin/sdk_candidate_800BB81C	src/dolphin/sdk_candidate_800BB81C.c	0.01106
276.0	276	0.0	fn_800A60D4	main/dolphin/dvd/DVD_range_800A60D4	src/dolphin/dvd/DVD_range_800A60D4.c	0.01106
276.0	276	0.0	fn_800895A4	main/game/pokeconv	src/game/pokeconv.c	0.01106
276.0	276	0.0	fn_800472CC	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01106
276.0	276	0.0	fn_8000D298	main/game/gs_range_8000D290	src/game/gs_range_8000D290.c	0.01106
276.0	276	0.0	CARDWriteAsync	main/dolphin/sdk_candidate_800B5070	src/dolphin/sdk_candidate_800B5070.c	0.01106
275.2	492	44.07	stateFunctionSaveReport	main/game/menuPokemonChange	src/game/menuPokemonChange.c	0.01103
272.0	276	1.45	fn_800FF3C0	main/game/gs_floor_data_residual_800FF178	src/game/gs_floor_data_residual_800FF178.c	0.0109
272.0	272	0.0	fn_80180584	main/game/gs_range_8017F2C4	src/game/gs_range_8017F2C4.c	0.0109
272.0	272	0.0	fn_8017BB80	main/game/fsys/fsys_file_candidate_8017B1CC	src/game/fsys/fsys_file_candidate_8017B1CC.c	0.0109
272.0	272	0.0	fn_80071208	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.0109
272.0	272	0.0	_modelParseSetupInstanceMtx__FP5GSmtxP9_HSD_JObjP5GSmtx	main/game/gs_model_parse_candidate_800EA6D4	src/game/gs_model_parse_candidate_800EA6D4.c	0.0109
272.0	272	0.0	_fightInitialize__FUi14FloorEnterMode	main/game/battle/battle_main_candidate_801EF4B0	src/game/battle/battle_main_candidate_801EF4B0.c	0.0109
272.0	272	0.0	Read	main/dolphin/dvd/DVDLow		0.0109
272.0	272	0.0	HandlePositionFileSupportRequest	main/trk/TRKDispatch_range_800C0504		0.0109
271.3	972	72.09	fn_8001329C	main/game/gs_event_exec	src/game/gs_event_exec.c	0.01087
271.2	496	45.33	fightTrainerAiGetFightPokemonIrekaeDasuTokuseiAddsubDataId	main/game/fight_trainer_ai_irekae	src/game/fight_trainer_ai_irekae.c	0.01087
269.9	852	68.32	preReliveMain	main/game/pokemon_relive	src/game/pokemon_relive.c	0.01082
269.9	288	6.29	HSD_TExpCnst	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.01082
268.0	272	1.47	windowCheckCursor	main/game/window_candidate_801040F0	src/game/window_candidate_801040F0.c	0.01074
268.0	268	0.0	fn_801807A8	main/game/gs_range_8017F2C4	src/game/gs_range_8017F2C4.c	0.01074
268.0	268	0.0	fn_800BBE8C	main/dolphin/sdk_candidate_800BB81C	src/dolphin/sdk_candidate_800BB81C.c	0.01074
268.0	268	0.0	_psLinkInit	main/game/ps_candidate_80168C64	src/game/ps_candidate_80168C64.c	0.01074
268.0	268	0.0	__mod2i	main/dolphin/sdk_range_800C470C	src/dolphin/sdk_range_800C470C.c	0.01074
266.4	752	64.57	fn_800F13D0	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01068
265.5	1764	84.95	fightActionFlowKaisiPre	main/game/fight_action_candidate_8020B058	src/game/fight_action_candidate_8020B058.c	0.01064
265.2	580	54.28	fn_800FB43C	main/game/gs_msg	src/game/gs_msg.c	0.01063
265.0	1060	75.0	__DSPHandler	main/dolphin/sdk_range_800AE9FC	src/dolphin/sdk_range_800AE9FC.c	0.01062
264.0	264	0.0	fn_801ADD48	main/hsd/hsd_robj_range_801ADD48	src/hsd/hsd_robj_range_801ADD48.c	0.01058
264.0	264	0.0	fn_80065940	main/game/menu/menuCB_range_800643D4	src/game/menu/menuCB_range_800643D4.c	0.01058
264.0	264	0.0	fn_80065838	main/game/menu/menuCB_range_800643D4	src/game/menu/menuCB_range_800643D4.c	0.01058
264.0	264	0.0	fn_80065730	main/game/menu/menuCB_range_800643D4	src/game/menu/menuCB_range_800643D4.c	0.01058
264.0	264	0.0	fn_80065628	main/game/menu/menuCB_range_800643D4	src/game/menu/menuCB_range_800643D4.c	0.01058
264.0	264	0.0	fn_80043DC0	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01058
264.0	264	0.0	CircleBufferWriteBytes	main/trk/trk_range_800C3EBC	src/trk/trk_range_800C3EBC.c	0.01058
264.0	264	0.0	CircleBufferReadBytes	main/trk/trk_range_800C3EBC	src/trk/trk_range_800C3EBC.c	0.01058
263.9	440	40.02	fn_80014398	main/game/gs_event_exec_candidate_800141BC	src/game/gs_event_exec_candidate_800141BC.c	0.01058
261.6	1184	77.91	HSD_CObjSetCurrent	main/hsd/hsd_cobj_candidate_80195A6C	src/hsd/hsd_cobj_candidate_80195A6C.c	0.01048
260.4	792	67.12	fn_80022B3C	main/game/gs_title_candidate_8002217C	src/game/gs_title_candidate_8002217C.c	0.01044
260.1	340	23.51	GSthreadSetArgs	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01042
260.0	264	1.52	menuGetKeyInfo	main/game/menu_candidate_80102014	src/game/menu_candidate_80102014.c	0.01042
260.0	260	0.0	fn_801ADE50	main/hsd/hsd_robj_range_801ADD48	src/hsd/hsd_robj_range_801ADD48.c	0.01042
260.0	260	0.0	fn_8016761C	main/game/gs_dvd_candidate_80167040	src/game/gs_dvd_candidate_80167040.c	0.01042
260.0	260	0.0	fn_800E2B00	main/game/gs_mem	src/game/gs_mem.c	0.01042
260.0	260	0.0	fn_800BD640	main/dolphin/sdk_candidate_800BD58C	src/dolphin/sdk_candidate_800BD58C.c	0.01042
260.0	260	0.0	OSWakeupThread	main/dolphin/os/OSThread		0.01042
258.8	368	29.66	fn_80139D10	main/game/effect/effect_visual_candidate_80139AC4	src/game/effect/effect_visual_candidate_80139AC4.c	0.01037
258.2	980	73.65	fn_8001AB70	main/game/menuPokemon	src/game/menuPokemon.c	0.01035
255.9	1152	77.78	fightOutPokemonGetNowNimbleness	main/game/fight_out_pokemon	src/game/fight_out_pokemon.c	0.01026
255.7	804	68.19	menuFightDrawSecretPokemon	main/game/menuFight	src/game/menuFight.c	0.01025
255.0	1164	78.09	updateChat__F15HEROMOVE_MEMBER	main/game/hero_move	src/game/hero_move.c	0.01022
254.9	1152	77.88	fn_8002D154	main/game/menuShop	src/game/menuShop.c	0.01022
254.9	604	57.79	GSmsgExec	main/game/gs_msg	src/game/gs_msg.c	0.01022
252.2	844	70.12	fn_80018594	main/game/menuPokemon	src/game/menuPokemon.c	0.01011
252.0	412	38.84	fn_800DF608	main/game/gs_material_candidate_800DF498	src/game/gs_material_candidate_800DF498.c	0.0101
251.2	532	52.79	ReverbHIModify	main/musyx/musyx_candidate_801644E0	src/musyx/musyx_candidate_801644E0.c	0.01007
250.9	656	61.75	fn_80031648	main/game/gs_npc_event_candidate_8003037C	src/game/gs_npc_event_candidate_8003037C.c	0.01006
250.8	428	41.4	fn_8017C6E0	main/game/fsys/fsys_file_candidate_8017C5B8	src/game/fsys/fsys_file_candidate_8017C5B8.c	0.01005
250.1	468	46.56	fn_800216E8	main/game/gs_title_candidate_800216E8	src/game/gs_title_candidate_800216E8.c	0.01002
249.9	844	70.39	fn_800F16C0	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01002
248.8	280	11.13	battleGridGetNormalisedScale	main/game/battle/battle_grid_residual_801C3114	src/game/battle/battle_grid_residual_801C3114.c	0.00997
248.2	1212	79.52	fn_80077ED4	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.00995
248.0	248	0.0	PSMTXInverse	main/dolphin/sdk_range_800A2D38	src/dolphin/sdk_range_800A2D38.c	0.00994
246.8	260	5.06	fn_801B5F08	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.00989
246.4	252	2.22	fn_801B707C	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.00988
245.8	304	19.16	fn_8007C634	main/game/menu/menu_carde_matrix	src/game/menu/menu_carde_matrix.c	0.00985
245.3	260	5.66	fn_801B64EC	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.00983
244.4	368	33.6	fn_8001EA98	main/game/gs_pcbox_range_8001E3E0	src/game/gs_pcbox_range_8001E3E0.c	0.0098
244.1	1112	78.05	fightOutPokemonHokakuEffect	main/game/fight_out_pokemon_suffix_80207C6C	src/game/fight_out_pokemon_suffix_80207C6C.c	0.00978
244.1	376	35.09	fn_800D76A8	main/game/gs_gfx_layer_candidate_800D76A8	src/game/gs_gfx_layer_candidate_800D76A8.c	0.00978
244.0	592	58.78	inputName__FPUsPUsiii	main/game/menuNameEntry	src/game/menuNameEntry.c	0.00978
244.0	248	1.61	mailAddMailbox	main/game/mail_candidate_801D1B10	src/game/mail_candidate_801D1B10.c	0.00978
244.0	244	0.0	GSpartRegisterRotation	main/game/gs_part	src/game/gs_part.c	0.00978
242.6	1028	76.4	fightActionCreateAndFlowFifo	main/game/fight_action_range_801F0898	src/game/fight_action_range_801F0898.c	0.00972
241.2	448	46.16	fn_800F8268	main/game/gs_thread_hi_range_800F8268	src/game/gs_thread_hi_range_800F8268.c	0.00967
240.0	240	0.0	MObjInfoInit	main/hsd/hsd_memory	src/hsd/hsd_memory.c	0.00962
239.3	1056	77.34	fn_80076398	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.00959
238.9	364	34.37	fn_8006AABC	main/game/menu/menu_middle_range_8006A990	src/game/menu/menu_middle_range_8006A990.c	0.00957
236.0	236	0.0	OSSleepThread	main/dolphin/os/OSThread		0.00946
235.2	1336	82.39	fn_801B29E4	main/hsd/hsd_texp_candidate_801B28C8	src/hsd/hsd_texp_candidate_801B28C8.c	0.00943
235.1	600	60.81	fn_800D2B90	main/game/gs_render_util_candidate_800D2B90	src/game/gs_render_util_candidate_800D2B90.c	0.00942
234.4	396	40.82	_matGSmatObjMakeTExp	main/game/gs_material_candidate_800DF498	src/game/gs_material_candidate_800DF498.c	0.00939
233.8	596	60.77	fn_800FBB34	main/game/gs_msg	src/game/gs_msg.c	0.00937
233.2	848	72.5	fn_8002D91C	main/game/menuShop	src/game/menuShop.c	0.00935
232.0	584	60.27	fn_800FB680	main/game/gs_msg	src/game/gs_msg.c	0.0093
232.0	236	1.69	mailMainSendByScrpt	main/game/mailMain	src/game/mailMain.c	0.0093
232.0	232	0.0	fn_80168408	main/game/gs_dvd_candidate_80167FA8	src/game/gs_dvd_candidate_80167FA8.c	0.0093
232.0	232	0.0	HandleCloseFileSupportRequest	main/trk/TRKDispatch_range_800C0504		0.0093
231.9	624	62.84	fn_8001EF78	main/game/gs_pcbox_range_8001E3E0	src/game/gs_pcbox_range_8001E3E0.c	0.00929
231.2	620	62.71	fn_800FB8C8	main/game/gs_msg	src/game/gs_msg.c	0.00927
229.9	1252	81.64	fn_8006BB34	main/game/menu/menu_middle_range_8006B9B8	src/game/menu/menu_middle_range_8006B9B8.c	0.00921
228.0	228	0.0	OSExitThread	main/dolphin/os/OSThread		0.00914
227.6	428	46.81	memoGetScaleAngle	main/game/memo_candidate_8025FA20	src/game/memo_candidate_8025FA20.c	0.00912
227.0	236	3.81	__div2u	main/dolphin/sdk_range_800C470C	src/dolphin/sdk_range_800C470C.c	0.0091
225.8	408	44.66	fn_80012E18	main/game/gs_event_exec	src/game/gs_event_exec.c	0.00905
225.0	1384	83.74	fn_801E260C	main/dolphin/thp/THP_range_801E1B54	src/dolphin/thp/THP_range_801E1B54.c	0.00902
224.2	232	3.36	fn_801B6CD8	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.00899
224.0	228	1.75	winMsgCloseCheckFight	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00898
224.0	228	1.75	fn_801DD158	main/game/sequence_candidate_801DD158	src/game/sequence_candidate_801DD158.c	0.00898
224.0	224	0.0	sprintf	main/crt/printf	src/crt/printf.c	0.00898
223.6	1460	84.68	fn_801A13CC	main/hsd/hsd_jobj_residual_801A0D94	src/hsd/hsd_jobj_residual_801A0D94.c	0.00896
222.9	940	76.29	fn_800AB150	main/dolphin/pad/PAD	src/dolphin/pad/PAD.c	0.00893
222.4	228	2.46	__mod2u	main/dolphin/sdk_range_800C470C	src/dolphin/sdk_range_800C470C.c	0.00891
222.2	532	58.23	fn_800F55DC	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.00891
221.9	12532	98.23	menuColosseumBattleMain	main/game/menu/menuColosseumBattle	src/game/menu/menuColosseumBattle.c	0.00889
221.2	232	4.64	fn_801B6E74	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.00887
220.8	1184	81.35	fn_80076A8C	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.00885
220.4	284	22.39	battleGridGetDistance	main/game/battle/battle_grid_residual_801C3114	src/game/battle/battle_grid_residual_801C3114.c	0.00883
220.3	2244	90.18	__GXInitGX	main/dolphin/sdk_candidate_800B5C5C	src/dolphin/sdk_candidate_800B5C5C.c	0.00883
220.0	224	1.79	winMsgCloseLevelUpStatus	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00882
220.0	224	1.79	winMsgCloseFight	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00882
220.0	224	1.79	winMsgCloseField	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00882
220.0	224	1.79	winMsgClose	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00882
220.0	220	0.0	fn_801AE50C	main/hsd/hsd_robj_range_801AE008		0.00882
218.6	564	61.25	fn_80030574	main/game/gs_npc_event_candidate_8003037C	src/game/gs_npc_event_candidate_8003037C.c	0.00876
218.1	556	60.77	fn_800F8428	main/game/gs_thread_hi_range_800F8268	src/game/gs_thread_hi_range_800F8268.c	0.00874
217.6	484	55.05	fn_8008AC34	main/game/gba/gba_misc_candidate_8008ABE4	src/game/gba/gba_misc_candidate_8008ABE4.c	0.00872
216.0	220	1.82	fn_801013A0	main/game/gs_floor	src/game/gs_floor.c	0.00866
216.0	216	0.0	OSLoadContext	main/dolphin/os/OSContext		0.00866
214.8	1232	82.56	MObjUpdateFunc	main/hsd/hsd_mobj_candidate_801A7E84	src/hsd/hsd_mobj_candidate_801A7E84.c	0.00861
214.7	228	5.84	DVDChangeDisk	main/dolphin/dvd/DVD_range_800A60D4	src/dolphin/dvd/DVD_range_800A60D4.c	0.0086
213.5	516	58.63	_msgctrlMakeDigit__FPUslUll	main/game/msgctrl_candidate_80131FF4	src/game/msgctrl_candidate_80131FF4.c	0.00856
213.0	480	55.63	_dbgMenuGetMenuNo__Fl	main/game/dbgMenu_candidate_801337E4	src/game/dbgMenu_candidate_801337E4.c	0.00854
212.3	1664	87.24	fn_800965C8	main/game/gbaCommunication_candidate_800937F4	src/game/gbaCommunication_candidate_800937F4.c	0.00851
212.0	216	1.85	winMsgCheckField	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.0085
212.0	216	1.85	mailMainReceiveStart	main/game/mailMain	src/game/mailMain.c	0.0085
212.0	216	1.85	mailInitMailbox	main/game/mail_candidate_801D1F0C	src/game/mail_candidate_801D1F0C.c	0.0085
212.0	216	1.85	fn_801B0408	main/hsd/hsd_shadow_candidate_801B0408	src/hsd/hsd_shadow_candidate_801B0408.c	0.0085
211.6	464	54.41	fn_80030A44	main/game/gs_npc_event_candidate_8003037C	src/game/gs_npc_event_candidate_8003037C.c	0.00848
209.5	1364	84.64	fn_8007FDBC	main/game/menu/cardesavedata	src/game/menu/cardesavedata.c	0.0084
207.4	1816	88.58	GStextureCreate	main/game/gs_texture_candidate_800EF5FC	src/game/gs_texture_candidate_800EF5FC.c	0.00831
206.7	592	65.08	pcboxAddPokemon	main/game/pcbox_candidate_801347E8	src/game/pcbox_candidate_801347E8.c	0.00828
205.9	224	8.07	setPokemon__5PCBOXFP7PokemonScSc	main/game/pcbox_candidate_801347E8	src/game/pcbox_candidate_801347E8.c	0.00825
204.2	580	64.79	fn_800D67BC	main/game/gs_gfx_candidate_800D67BC	src/game/gs_gfx_candidate_800D67BC.c	0.00818
204.0	204	0.0	menuSubGetPokemonSexForFightDisp	main/game/menuSub	src/game/menuSub.c	0.00818
204.0	204	0.0	PSMTXConcat	main/dolphin/sdk_range_800A2D38	src/dolphin/sdk_range_800A2D38.c	0.00818
204.0	204	0.0	HSD_TObjLoadDesc	main/hsd/hsd_tobj_candidate_801BBDDC	src/hsd/hsd_tobj_candidate_801BBDDC.c	0.00818
203.5	372	45.3	battleGridHideModelsExcept	main/game/battle/battle_camera	src/game/battle/battle_camera.c	0.00816
201.4	288	30.08	fn_801938FC	main/hsd/hsd_class_candidate_801938FC	src/hsd/hsd_class_candidate_801938FC.c	0.00807
201.1	384	47.62	fightOutPokemonIsJoutaiKie	main/game/fight_pokemon_range_801FDB78	src/game/fight_pokemon_range_801FDB78.c	0.00806
200.8	276	27.25	fn_8007C300	main/game/menu/menu_carde_matrix	src/game/menu/menu_carde_matrix.c	0.00805
200.3	472	57.57	fn_800D85D4	main/game/gs_gfx_layer_candidate_800D85D4	src/game/gs_gfx_layer_candidate_800D85D4.c	0.00803
200.1	532	62.39	fn_80019B48	main/game/menuPokemon	src/game/menuPokemon.c	0.00802
200.0	200	0.0	TRKGetFreeBuffer	main/trk/TRKBuffer		0.00802
200.0	200	0.0	PSMTXInvXpose	main/dolphin/sdk_range_800A2D38	src/dolphin/sdk_range_800A2D38.c	0.00802
200.0	200	0.0	GSfilterCreate	main/game/gs_dvd_candidate_80167FA8	src/game/gs_dvd_candidate_80167FA8.c	0.00802
199.5	1304	84.7	fn_8002FC58	main/game/menuPokemonChange	src/game/menuPokemonChange.c	0.008
199.1	440	54.75	fn_800E09E8	main/game/gs_math_range_800E09E8	src/game/gs_math_range_800E09E8.c	0.00798
198.8	444	55.23	fn_8017C1D8	main/game/fsys/fsys_file_candidate_8017C008	src/game/fsys/fsys_file_candidate_8017C008.c	0.00797
197.6	528	62.58	fn_80019D5C	main/game/menuPokemon	src/game/menuPokemon.c	0.00792
196.7	1040	81.08	fn_8002EE74	main/game/menuPokemonChange	src/game/menuPokemonChange.c	0.00788
196.0	200	2.0	winMsgCheck	main/game/win_msg_candidate_80105C68	src/game/win_msg_candidate_80105C68.c	0.00786
196.0	196	0.0	TRKTargetAccessARAM	main/trk/TRKInterrupt		0.00786
196.0	196	0.0	TRKSwapAndGo	main/trk/TRKInterrupt		0.00786
192.8	360	46.46	memoInitDebug	main/game/memo_candidate_8025FA20	src/game/memo_candidate_8025FA20.c	0.00773
192.0	196	2.04	fn_801DDB4C	main/game/sequence_candidate_801DD45C	src/game/sequence_candidate_801DD45C.c	0.0077
192.0	192	0.0	fn_800A257C	main/dolphin/os/OSThread		0.0077
190.3	652	70.81	fn_801A02B0	main/hsd/hsd_jobj_suffix_8019FF74	src/hsd/hsd_jobj_suffix_8019FF74.c	0.00763
188.0	188	0.0	GSmodelGetPart	main/game/gs_part	src/game/gs_part.c	0.00753
188.0	188	0.0	DVDLowReset	main/dolphin/dvd/DVDLow		0.00753
187.2	1052	82.2	fn_801CBF64	main/game/field_candidate_801CBA90	src/game/field_candidate_801CBA90.c	0.0075
185.9	636	70.77	fn_80030F0C	main/game/gs_npc_event_candidate_8003037C	src/game/gs_npc_event_candidate_8003037C.c	0.00745
185.6	1792	89.64	pokemonSetLevelBasisStatus	main/game/pokemon_range_8012640C	src/game/pokemon_range_8012640C.c	0.00744
185.2	1212	84.72	fn_8002F79C	main/game/menuPokemonChange	src/game/menuPokemonChange.c	0.00742
184.0	188	2.13	fn_801DE598	main/game/sequence_candidate_801DE190	src/game/sequence_candidate_801DE190.c	0.00737
182.1	300	39.29	fn_8006A990	main/game/menu/menu_middle_range_8006A990	src/game/menu/menu_middle_range_8006A990.c	0.0073
181.1	932	80.57	menuNameEntryCursor	main/game/menuNameEntry	src/game/menuNameEntry.c	0.00726
180.0	184	2.17	fn_801012E8	main/game/gs_floor	src/game/gs_floor.c	0.00721
178.1	400	55.48	fn_8002717C	main/game/menuNameEntry	src/game/menuNameEntry.c	0.00714
177.9	296	39.91	fightTrainerAiWazaHit192	main/game/fight_trainer_ai_waza_hit_candidate_802546E8	src/game/fight_trainer_ai_waza_hit_candidate_802546E8.c	0.00713
177.4	568	68.77	fn_8007D564	main/game/menu/menu_carde_matrix	src/game/menu/menu_carde_matrix.c	0.00711
177.1	260	31.89	fn_8010C54C	main/game/gs_colsys	src/game/gs_colsys.c	0.0071
177.0	828	78.63	_cameraLoadCameraMatrix__FP9_GScamera12GSgfxLayerID	main/game/gs_render_util_candidate_800D2248	src/game/gs_render_util_candidate_800D2248.c	0.00709
176.3	892	80.24	_expRecover__FP7PokemonUl	main/game/pokemon_relive	src/game/pokemon_relive.c	0.00707
176.0	176	0.0	floorEventGetTresureList	main/game/floor_event	src/game/floor_event.c	0.00705
176.0	176	0.0	TRKDoContinue	main/trk/TRKDispatch_range_800BF53C		0.00705
175.8	588	70.1	voiceSetPriority	main/musyx/musyx_candidate_80157280	src/musyx/musyx_candidate_80157280.c	0.00705
175.3	508	65.49	menuFightDrawSecretWazaSelect	main/game/menuFight	src/game/menuFight.c	0.00703
175.2	820	78.64	JObjLoad	main/hsd/hsd_jobj_residual_801A0D94	src/hsd/hsd_jobj_residual_801A0D94.c	0.00702
172.4	280	38.43	fn_80138CCC	main/game/effect/effect_visual_candidate_80138BBC	src/game/effect/effect_visual_candidate_80138BBC.c	0.00691
172.2	180	4.33	fn_801B6DC0	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.0069
172.0	176	2.27	floorChangePos	main/game/floor	src/game/floor.c	0.00689
172.0	172	0.0	OSClearStack	main/dolphin/os/OSThread		0.00689
171.8	472	63.6	fn_800F5404	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.00689
171.6	748	77.06	fn_800167D0	main/game/gs_pokemon_summary	src/game/gs_pokemon_summary.c	0.00688
170.3	400	57.43	fn_80026FEC	main/game/menuNameEntry	src/game/menuNameEntry.c	0.00683
168.8	184	8.26	_fadeSnapshot__Fv	main/game/effect/fade_candidate_801C432C	src/game/effect/fade_candidate_801C432C.c	0.00677
168.2	364	53.8	toolentryTaisenEntryPokemon	main/game/toolentry_candidate_8025D364	src/game/toolentry_candidate_8025D364.c	0.00674
168.1	1100	84.72	fn_80096FA0	main/game/gbaCommunication_candidate_800937F4	src/game/gbaCommunication_candidate_800937F4.c	0.00674
168.0	172	2.33	fn_801B07D4	main/hsd/hsd_shadow_candidate_801B06DC	src/hsd/hsd_shadow_candidate_801B06DC.c	0.00673
168.0	172	2.33	_wazaViewerFinalize	main/game/wazaViewer_candidate_801D5328	src/game/wazaViewer_candidate_801D5328.c	0.00673
